interviewernumber	questionnairecode	Age	gender	race	howlong	own_rent	adults	adultsemployed	householdincome	personalincome	originalstratum	howclosepicture	howclosewords	inf_stlmnt_accuracy	residence_accuracy	crowflies_address_indicatedinfstlmnt	crowflies_indicatedaddress_indicatedinfstlmnt	crowflies_address_infstlmnt	crowflies_indicatedaddress_infstlmnt	byroad_address_indicatedinfstlmnt	byroad_indicatedaddress_indicatedinfstlmnt	byroad_address_infstlmnt	byroad_indicatedaddress_infstlmnt	hve_fence	hve_razorwire	hve_electricfence	hve_burglarbars	hve_dogs	hve_alarm	hve_armedrespnse	hve_camera	other	want_fence	want_razorwire	want_electricfence	want_burglarbars	want_dogs	want_alarm	want_armedrespnse	want_camera	other_A	cnt_avd1	cnt_avd2	cnt_avd3	cnt_avd4	SJ1	SJ2	SJ3	SJ4	Thrt_Phy1	Thrt_Phy2	Thrt_Phy3	Thrt_Rce1	Thrt_Rce2	Thrt_Rce3	Thrt_Rce4	Thrt_Sym1	Thrt_Sym2	Thrt_Sym3	Thrt_Sym4	Thrt_Sym5	Idnt_In1	Idnt_In2	Idnt_In3	Idnt_Nd1	Idnt_Nd2	Idnt_Nd3	Att_IS1	Att_IS2	Att_IS3	Att_IS4	Att_IS5	Att_B1	Att_B2	Att_B3	Att_B4	Att_B5	PA1	PA2	PA3	PA4	Cnt_IS_see	Cnt_IS_hear	Cnt_IS_smell	Cnt_qnt_B	Cnt_qnt_IS	Cnt_pos_B	Cnt_neg_B	Cnt_pos_IS1	Cnt_Qul_IS1	Cnt_Qul_IS2	Cnt_Qul_IS3	Cnt_neg_IS1	Cnt_neg_IS2	Cnt_neg_IS3	Cnt_Ex_B1	Cnt_Ex_B2	Cnt_Ex_IS1	Cnt_Ex_IS2	PD_I_D	PD_N_D	PD_B_D	PD_Is_D	PD_I_F	PD_N_F	PD_B_F	PD_Is_F	Emot_Is_D1	Emot_Is_D2	Emot_Is_D3	Emot_Is_G1	Emot_Is_G2	Emot_Is_G3	Emot_Is_G4	Emot_Is_G5	Emot_Is_G6	Emot_Is_G7	Emot_Is_G8	CA_Is1	CA_Is2	CA_B1	CA_B2	Solidar1	Solidar2	Empath1	Empath2	Empath3	Empath4	Empth_P1	Empth_P2	Empth_P3	Domestic	Domes_PtFt	Dom_Is	Dom_Att1	Dom_Att2	Gardner	Gardn_PtFt	Gardn_Is	Gardn_Att1	Gardn_Att2	cnt_avd	SysJus	Thrt_Phy	Thrt_Rce	Thrt_Sym	Idnt_In	Idnt_Nd	Prej_IS	Prej_B	PolAtt	Cnt_Qul_IS	Cnt_neg_IS	PDisc_I	PDisc_Is	Emot_Is_D	Emot_Is_G	Emot_IS_G_Angry	Emot_IS_G_Repuls	ColAct_Is	ColAct_B	Solidar	Empath	Dom_Relat	Gardn_Relat	Cnt_IS_Visceral	CNT_Physical	CNT_Qaulity	CNT_Quantity	CNT_Extended	Distance.SelfReport	group_meansplit_crwofliesdistance
10	J28	76	1	2	41	0	4	0	7	 	3	8	1	0	1	356.74	775	356.74	775	644.17	781.08	644.17	781.08	1	0	0	1	1	0	0	0	 	0	0	0	0	0	0	0	1	 	1	1	2	4	4	0	0	0	4	4	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	5	5	5	7	5	5	7	5	7	9	0	4	4	4	0	0	0	3	3	3	2	1	1	2	2	2	1	0	 	1	 	0	4	2	0	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	0	4	0	1	0	7	6	1	 	 	 	 	2	0	4	4	3.6	4	4	5.4	6.6	3	1.66666666666667	1	4	3	4	4	.459640194724626	1.03215258825581	4	4	4	3.5	6.5	 	0	.870661112684849	.0256003811552996	.216513817985223	-1.17011809725642	5	2
10	J16	24	0	2	32	0	4	2	11	9	3	2	1	0	1	551.8	 	551.8	 	617.24	 	617.24	 	1	0	0	1	1	1	1	0	 	0	1	1	0	0	0	0	1	 	0	0	2	2	1	0	1	1	4	4	3	2	3	4	4	3	2	2	2	2	3	4	4	4	4	4	5	5	5	3	3	5	4	5	2	2	3	3	1	1	1	0	0	3	2	2	2	0	2	2	2	1	1	2	 	4	 	1	3	3	3	2	3	3	3	3	2	1	1	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	2	2	1	 	 	 	 	 	 	 	 	 	1	.666666666666667	3.66666666666667	3.25	2.2	3.66666666666667	4	4.2	3.6	2	2	1.33333333333333	3	2.5	1.33333333333333	3	-.421630348628606	.614435758415956	2.5	3	3	3	 	 	1	.401976265407158	-1.05886655969969	-.913526980389987	1.25122848270271	2	2
10	J42	42	0	2	32	0	6	5	 	 	1	1	 	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	 	0	1	1	0	0	0	0	1	 	3	3	3	3	3	0	1	1	4	2	4	2	2	3	3	4	4	4	4	4	4	4	4	4	4	4	9	9	9	9	9	5	6	 	 	 	4	4	3	3	1	1	1	2	3	2	2	1	1	2	1	3	2	3	 	3	 	2	3	4	 	 	4	0	4	2	0	0	0	4	4	4	4	4	4	4	4	2	2	 	 	3	4	3	1	2	2	2	1	3	0	1	0	8	9	0	1	2	9	9	3	.666666666666667	3.33333333333333	2.5	4	4	4	9	2.2	3.5	1.33333333333333	2.66666666666667	3.5	1	0	4	.459640194724626	1.03215258825581	2	 	3.5	2	8.5	9	3	 	 	 	 	.5	1
10	J45	36	1	2	8	1	4	2	9	 	3	8	1	1	1	474.91	310	206.17	372.13	501.95	322.82	448.1	580.55	1	0	0	1	0	0	0	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	4	0	1	4	2	0	2	0	2	0	0	2	3	2	2	2	3	3	1	2	2	2	5	3	3	3	3	0	0	0	0	0	2	3	2	4	0	0	0	4	1	4	1	2	2	3	3	1	1	1	10	3	4	1	3	3	3	3	4	2	3	3	1	1	1	1	1	1	1	1	1	0	0	3	3	3	3	3	3	4	4	4	4	2	2	4	1	 	 	 	 	0	1	0	7	7	0	1.66666666666667	1.33333333333333	.5	2.2	2.33333333333333	2	3.4	0	2.75	2.66666666666667	1	3.5	3	1	.75	-1.8853556425065	-.814825650572146	3	3	3	4	 	7	0	.565489810669693	1.19964551506183	-.0162451982559671	-.0740864562927717	5	1
10	J22	65	1	2	35	0	5	2	 	 	1	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	0	0	0	0	0	0	0	0	 	1	4	4	4	0	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	4	4	 	 	 	 	 	 	 	 	 	 	0	1	4	3	0	0	0	3	4	4	4	4	4	4	1	4	3	4	 	4	 	1	2	4	4	4	4	4	4	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	4	4	3	4	3	4	1	1	1	1	 	 	 	 	1	 	 	 	 	3.25	1	 	 	 	1.33333333333333	3	 	 	2	3	3.66666666666667	3	4	 	 	 	 	 	2	4	3.5	 	 	0	 	 	 	 	0	1
3	C44	61	0	2	30	0	1	 	 	 	2	3	1	0	0	55.8	55.8	55.8	55.8	42.46	42.46	42.46	42.46	1	1	0	1	0	1	1	0	 	0	0	0	0	0	0	0	0	 	0	2	3	4	4	0	1	1	3	3	3	1	3	1	3	3	3	3	1	3	3	3	3	3	3	3	9	5	5	8	5	5	5	5	7	5	0	1	4	4	1	1	1	1	1	3	2	2	1	2	3	2	2	1	 	1	 	1	2	2	2	2	3	1	3	3	4	 	 	 	 	4	 	 	 	 	 	3	3	3	3	3	3	3	3	3	3	3	1	3	1	 	 	 	 	 	 	 	 	 	2.25	.666666666666667	3	2	2.6	3	3	6.4	5.4	2.25	2	1.66666666666667	2.5	2.5	1.33333333333333	.5	 	 	3	3	3	3	 	 	3	-.998521653274814	.262598726615216	-1.42551752314763	-.85325775051025	2.5	1
3	C27	54	0	2	2	1	2	2	13	13	2	2	0	0	0	80.6	80.6	80.6	80.5999	109.53	109.53	109.53	109.53	0	0	0	1	0	1	0	0	 	1	0	0	0	0	0	0	0	 	0	0	0	0	4	1	2	2	3	3	3	2	3	1	1	2	1	3	2	3	3	3	3	3	3	3	4	4	4	4	4	3	3	3	5	2	4	4	1	3	1	1	0	3	2	3	2	2	3	3	3	1	0	1	 	3	0	0	3	3	2	2	3	2	3	3	1	 	 	 	2	 	 	 	 	 	 	2	3	2	3	3	2	2	2	2	2	3	2	3	0	1	1	9	9	1	 	 	 	 	0	1.66666666666667	3	1.75	2.2	3	3	4	3.2	3	3	.666666666666667	3	2.5	.333333333333333	.25	 	 	2.5	2.5	2.5	2	9	 	2	-.903901989795291	.805112758505002	-.383909487839174	-.332641211029766	1	1
3	C6	19	1	2	30	0	4	2	 	 	2	2	0	0	1	161.75	260.4	161.75	260.399	194.22	382.59	194.22	382.59	1	0	0	1	1	0	0	0	 	1	1	1	1	1	1	1	1	 	0	3	4	4	0	0	0	1	4	4	3	4	4	4	4	3	4	2	3	2	4	4	4	3	4	4	4	4	4	4	4	9	9	9	9	9	4	1	4	3	1	1	1	4	4	4	4	3	1	1	1	3	2	3	 	4	 	1	4	3	2	3	3	2	3	3	1	1	1	2	4	4	4	2	2	4	4	4	4	4	 	1	3	3	2	2	3	1	3	3	0	0	1	9	9	 	 	 	 	 	2.75	.333333333333333	3.66666666666667	4	2.8	4	3.66666666666667	4	9	3	1	2.66666666666667	3.5	3	1	3.25	.056110190168404	.481721661339845	4	2	2	2.5	9	 	3	-.67592931721644	-.298044403221569	2.31469382906113	.147301519761678	1	1
8	H23	38	1	2	5	1	2	2	8	5	2	 	0	0	0	55.8	55.8	55.8	55.8	209.13	209.13	209.13	209.13	0	0	0	1	0	1	0	0	 	1	1	1	1	0	1	1	1	 	4	4	4	4	0	0	1	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	9	9	9	9	9	9	9	9	9	9	4	 	4	4	1	1	1	4	4	2	4	2	 	1	2	4	4	4	 	1	 	0	4	4	 	1	4	0	4	0	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	3	1	0	3	0	3	1	 	 	 	 	 	 	 	 	 	4	.333333333333333	4	4	4	4	4	9	9	3	1	4	4	.5	 	 	 	 	0	0	0	1	 	 	3	 	 	 	 	0	1
8	H7	23	1	2	33	0	3	1	8	 	2	2	0	0	1	52.23	99.2	52.23	99.2	130.62	180.03	130.62	180.03	1	0	0	0	0	0	0	0	 	0	0	1	0	0	0	0	0	 	4	4	4	4	0	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	 	 	 	 	 	 	 	 	 	 	3	3	3	3	1	1	1	3	3	0	2	2	1	3	3	2	0	2	 	3	 	3	2	2	2	3	3	1	3	3	4	 	 	 	 	 	4	 	 	 	 	3	3	3	2	1	3	3	1	3	3	1	1	1	0	1	0	9	9	0	1	0	9	9	4	1	3	3	3	2.33333333333333	3	 	 	3	2.33333333333333	1.33333333333333	2.5	3	1.33333333333333	.5	 	 	3	2.5	2	2.5	9	9	3	-1.10529275857364	-.895238213621032	-.634279525423608	1.67560181186903	1	1
8	H52	22	0	2	25	0	4	3	13	10	2	 	0	0	0	62	62	62	62	191.56	191.56	191.56	191.56	1	0	0	0	1	0	0	0	 	0	1	1	1	0	1	1	1	 	0	3	3	3	3	0	1	1	4	4	4	4	4	4	4	4	3	4	3	3	4	4	4	4	4	4	 	 	 	 	 	 	 	 	 	 	4	4	4	4	1	1	1	3	3	0	3	3	1	3	1	3	3	3	 	2	5	2	4	3	2	2	3	1	3	1	0	0	0	 	 	 	 	 	 	4	 	1	1	1	1	1	1	3	3	2	3	3	1	3	 	 	 	 	 	 	 	 	 	 	2.25	.666666666666667	4	4	3.4	4	4	 	 	4	1.66666666666667	3	3.5	1.5	0	.5	 	 	1	1	1	2.75	 	 	3	 	 	 	 	0	1
8	H17	40	0	2	10	0	4	2	10	 	3	5	3	0	0	192.2	192.2	192.2	192.2	334.22	334.22	334.22	334.22	1	0	0	1	1	0	0	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	 	1	1	1	2	1	1	 	 	 	0	3	1	2	2	3	2	2	2	2	2	2	 	 	 	 	 	0	0	0	0	0	2	4	4	4	1	1	1	3	2	3	1	3	3	3	3	1	1	1	 	3	 	2	1	1	1	2	2	2	2	2	 	 	 	 	 	 	 	 	 	 	 	2	2	2	2	3	3	3	3	3	3	3	3	3	1	 	 	 	 	1	 	 	 	 	0	1	1.33333333333333	0	2.2	2	2	 	0	3.5	3	1	1.5	2	 	 	 	 	2	2	3	3	 	 	3	-.0337502449034147	1.11153257293758	-.100732551265696	.45745768050089	5.5	1
8	H32	66	1	2	39	0	4	3	 	 	1	1	0	0	1	42.07	223.2	42.07	223.2	28.24	403.24	28.24	403.24	1	0	1	1	1	1	1	1	 	0	0	0	0	0	0	0	0	 	4	4	4	4	2	1	1	2	4	4	4	4	4	3	4	4	4	4	2	4	4	4	4	4	4	4	2	 	 	2	 	 	 	 	2	 	4	4	4	4	1	1	1	2	2	3	2	1	2	2	2	2	2	4	 	2	 	2	4	1	2	2	3	1	2	2	3	 	 	 	 	4	4	4	 	 	 	0	0	0	0	2	2	3	1	1	2	3	2	3	0	0	1	9	 	1	 	 	 	 	4	1.33333333333333	4	3.75	3.6	4	4	.8	.4	4	2	2.66666666666667	3.5	2	1	1.5	 	 	0	0	2	1.75	4.5	 	3	-1.28833852257141	-.468649194368882	-.838910321230298	.342094614126982	.5	1
8	H59	56	0	2	16	0	3	1	8	 	1	1	0	 	 	297.6	 	 	 	65.46	 	 	 	0	0	0	0	0	1	0	0	 	1	0	0	0	0	0	0	0	 	1	1	1	3	2	0	0	0	3	3	4	3	4	4	4	4	4	4	4	4	4	4	3	3	3	1	0	9	9	5	4	0	9	9	5	4	4	4	4	4	1	1	1	3	3	2	2	2	1	1	1	3	2	4	 	3	 	1	4	4	1	1	4	1	3	1	4	 	 	4	 	4	4	 	 	 	 	3	3	3	3	3	3	3	3	3	3	3	1	3	1	 	 	 	 	1	 	 	 	 	1.5	0	3.33333333333333	3.75	4	3.66666666666667	2.33333333333333	5.4	5.4	4	1	3	4	1	1.33333333333333	1.5	 	 	3	3	3	3	 	 	3	 	 	 	 	.5	 
8	H46	 	 	2	38	0	2	0	7	 	1	1	0	0	0	111.6	111.6	111.6	111.6	120.84	120.84	120.84	120.84	1	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	 	1	1	4	4	4	0	 	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	9	9	9	9	9	9	9	9	9	9	4	4	4	4	1	1	1	4	4	0	4	1	0	0	0	3	4	4	 	2	 	1	4	3	0	2	4	3	4	1	2	2	2	4	4	4	4	4	4	4	4	1	1	3	3	1	4	2	2	1	1	3	3	2	1	 	 	 	 	1	 	 	 	 	2.5	0	4	4	4	4	4	9	9	4	0	3.66666666666667	4	1.5	2	4	.459640194724626	1.03215258825581	1	3	2.5	1.5	 	 	3	-.859859534622631	-2.77131480445717	1.07067309754543	.152649510025195	.5	1
9	I38	42	1	2	10	0	2	2	16	 	2	 	1	0	1	80.6	175	80.6	175	88.74	 	88.74	 	1	0	0	1	1	1	1	1	 	0	0	0	0	0	0	0	0	 	0	0	2	2	3	2	3	2	3	 	2	3	4	2	2	1	1	2	2	4	4	4	4	4	4	4	 	 	5	 	 	 	 	5	 	 	2	4	2	4	1	0	0	4	4	3	1	2	2	2	2	2	0	2	 	3	 	0	3	3	2	2	4	2	3	2	2	 	 	 	4	 	 	 	 	 	 	2	2	2	2	2	2	3	3	2	2	2	2	1	0	0	1	9	 	 	 	 	 	 	1	2.33333333333333	1.66666666666667	2.75	2	4	4	1	1	3	2	1.33333333333333	3.5	2	.666666666666667	.5	 	 	2	2	2	2.5	4.5	 	1	 	 	 	 	1	1
8	H27	43	0	2	12	0	2	2	10	 	2	3	1	0	0	198.4	198.4	198.4	198.4	216.17	216.17	216.17	216.17	1	0	0	0	1	0	0	0	 	0	0	0	0	0	0	0	0	 	0	0	0	1	2	2	2	3	3	3	3	2	3	3	3	3	3	3	3	2	4	4	2	3	2	2	7	6	8	8	6	6	5	6	7	7	4	4	4	4	0	1	0	3	4	1	3	1	0	0	0	4	4	4	0	0	0	0	4	4	2	1	4	2	4	0	0	0	0	3	4	4	4	3	2	3	3	1	0	1	0	0	1	2	1	1	1	4	3	1	0	1	1	9	9	1	 	 	 	 	.25	2.33333333333333	3	2.75	2.8	3.33333333333333	2.33333333333333	7	6.2	4	0	4	4	.5	0	3.25	.660671056931419	-.0856573414631291	.5	.5	.5	1.25	9	 	1	-.146411869214536	-1.99687907094067	.868151494535863	-1.60668397875761	2.5	1
8	H35	22	1	2	23	0	6	4	17	17	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	 	0	0	0	0	0	0	0	1	 	0	2	2	3	2	2	1	2	3	3	3	3	3	3	3	3	3	4	3	4	4	4	3	2	2	2	5	7	3	2	1	5	5	5	5	5	4	4	4	4	1	1	1	2	2	1	3	1	2	2	2	3	3	3	 	4	 	2	3	2	1	2	3	2	2	2	1	1	1	4	4	4	3	3	2	4	4	2	4	2	2	3	4	2	3	2	3	2	2	2	0	1	0	8	8	0	1	2	6	6	1.75	1.66666666666667	3	3	3.4	3.66666666666667	2	3.6	5	4	2	3	3	2	1	3.5	.407906844162923	.473523960586383	3	2	3.5	2.5	8	6	3	-.984392162341481	-1.60555889564334	-1.07609790653676	1.42825658633187	2.5	1
8	H40	51	0	2	24	1	3	1	7	4	2	2	1	0	0	49.6	49.6	49.6	49.6	94.91	94.91	94.91	94.91	1	0	0	1	0	0	0	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	3	1	1	1	4	3	3	2	2	2	2	3	3	2	1	4	4	4	3	4	4	4	 	 	 	 	 	 	 	 	 	 	4	4	3	4	1	1	0	3	2	3	2	1	2	2	2	2	2	2	 	1	 	 	2	2	2	2	2	2	2	3	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 	 	1	 	 	 	 	0	1	3.33333333333333	2	2.6	3.66666666666667	4	 	 	3.75	2	2	2	2.5	 	 	 	 	1.5	2	2	2	 	 	2	 	 	 	 	2	1
8	H22	42	1	2	8	1	3	3	11	11	1	2	1	0	1	0	148	0	148	0	259.86	0	259.86	1	0	0	0	0	0	0	0	 	0	0	0	0	0	0	1	0	 	0	0	0	1	4	3	0	1	4	4	4	2	2	3	2	3	1	2	3	2	4	4	4	4	4	4	5	3	1	6	1	3	3	3	6	2	3	0	3	4	1	1	0	4	4	4	1	3	3	3	2	2	0	3	15	1	5	1	2	2	1	2	2	2	3	2	1	 	 	 	 	3	 	 	 	 	 	2	2	2	2	2	3	2	2	2	2	2	1	2	0	1	2	8	8	1	 	 	 	 	.25	1.33333333333333	4	2.25	2.2	4	4	3.2	3.4	2.5	2.66666666666667	1.66666666666667	2	2	.333333333333333	.375	 	 	2	2	2.5	2	8	 	2	-.863864804197847	1.58730251453118	1.47243215078476	-1.25800664090818	2	1
8	H25	45	0	2	20	0	2	2	 	 	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	 	0	1	1	0	0	0	0	1	 	3	4	4	4	3	2	1	3	4	4	3	3	3	3	2	3	1	3	3	4	4	3	2	2	2	2	 	 	 	 	 	 	 	 	 	 	3	3	4	4	1	1	1	4	3	2	2	1	2	1	2	3	3	3	20	4	2	1	3	3	1	1	3	1	2	3	1	1	1	3	4	3	3	4	3	3	3	2	3	2	2	3	3	3	1	3	1	2	1	3	0	1	0	7	7	1	 	 	 	 	3.75	2	3.66666666666667	2.75	2.8	3	2	 	 	3.5	1.66666666666667	3	3	2	1	3.25	-.093111789730012	.626776275381931	2.5	2	3	2	7	 	3	-1.19749761195083	-.94213572796891	.338335013183267	.84515132173531	.5	1
8	H6	33	1	2	21	0	4	3	17	17	2	 	 	0	1	179.8	688.2	179.8	688.2	331.08	969.94	331.08	969.94	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	 	 	 	 	 	 	 	 	3	3	3	3	2	3	1	3	3	3	3	2	4	4	4	4	4	4	4	9	9	9	9	0	5	5	5	5	5	4	2	0	4	0	1	1	4	2	2	2	2	3	2	2	2	2	3	 	4	 	4	4	2	3	3	4	1	3	3	3	3	3	3	3	4	4	4	3	4	4	4	4	4	4	2	2	4	4	4	4	1	1	1	 	 	 	 	 	 	 	 	 	 	 	1	3	2.25	3	4	4	7.2	5	2.5	2.33333333333333	2.33333333333333	4	3	3	3.625	-.0631683034059878	1.05012796679868	4	4	2	4	 	 	2	 	 	 	 	 	1
9	I47	36	0	2	37	0	3	2	16	 	1	 	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	 	0	1	0	0	0	0	0	1	 	3	3	4	4	0	0	1	0	4	4	4	4	4	4	4	3	4	4	3	4	4	4	4	4	4	4	 	 	 	 	 	 	 	 	 	 	4	4	4	4	1	1	1	4	3	4	2	2	2	2	2	1	2	3	 	3	 	2	4	4	0	1	4	0	3	1	 	 	 	4	4	4	4	3	3	3	3	1	1	1	1	1	3	2	2	2	2	3	2	3	1	 	 	 	 	1	 	 	 	 	3.5	.333333333333333	4	4	3.6	4	4	 	 	4	2	2	4	1	 	3.5	.858698527686484	.0367924425114399	1	1	2	2	 	 	3	 	 	 	 	0	1
9	I1	19	0	2	4	1	2	1	3	 	3	 	0	0	1	466.37	434	466.37	434	545.75	561.31	545.75	561.31	0	0	0	0	0	0	0	0	 	1	1	0	0	1	0	0	1	 	0	1	4	4	4	0	 	 	3	4	3	0	0	0	0	 	1	3	 	3	2	2	 	4	3	4	 	 	 	 	 	 	 	 	 	 	4	3	1	3	1	1	0	3	4	 	 	 	4	4	4	1	1	4	 	4	 	4	0	1	0	0	 	 	 	 	4	 	 	4	 	 	 	 	 	 	 	4	4	4	4	3	3	3	3	 	 	1	1	3	1	 	 	 	 	1	 	 	 	 	2.25	0	3.33333333333333	0	1.4	1.33333333333333	3.66666666666667	 	 	2.75	4	2	0	0	1.33333333333333	.5	 	 	4	4	3	1.5	 	 	2	 	 	 	 	0	2
9	I41	60	1	2	30	0	2	1	9	1	2	3	1	0	1	180.03	111.6	180.03	111.6	240.46	164.16	240.46	164.16	1	0	0	1	0	1	0	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	1	2	3	3	2	1	0	0	2	0	0	1	0	2	0	2	4	4	4	4	3	2	0	1	4	2	0	0	0	0	0	0	3	3	2	3	1	1	1	2	2	4	0	4	1	3	3	0	0	1	 	2	 	0	2	1	1	1	2	1	2	1	0	0	0	 	 	1	 	 	 	 	 	0	0	2	2	2	2	2	1	0	0	0	4	0	1	 	 	 	 	1	 	 	 	 	0	2.66666666666667	1	.5	1	4	3	1.4	0	2.75	2.33333333333333	.333333333333333	2	1	0	.125	 	 	0	2	2	.75	 	 	3	-.768301798456102	2.25164898830876	-.296843956178752	-1.27909093283628	2.5	1
9	I42	46	0	2	40	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	 	1	1	0	0	0	0	0	1	 	3	3	3	3	3	3	3	4	1	1	4	3	3	3	1	3	1	3	3	3	3	3	2	3	1	1	9	8	3	5	1	2	2	4	3	2	4	3	4	4	1	1	1	3	3	3	2	2	3	3	3	1	2	2	100	3	5	1	3	3	1	0	3	0	3	1	0	0	0	4	4	4	4	4	4	4	4	1	1	1	0	1	3	1	1	0	0	0	4	0	1	 	 	 	 	1	 	 	 	 	3	3.33333333333333	2	2.5	2.6	2.66666666666667	1.66666666666667	5.2	2.6	3.75	3	1.66666666666667	3	.5	0	4	.459640194724626	1.03215258825581	1	.5	2	.5	 	 	3	-1.33522744150846	.48029216144554	.0846304995811617	.15152244508643	.5	1
9	I4	45	1	2	16	0	4	2	 	8	1	 	1	0	0	0	0	 	 	0	 	0	 	0	0	0	0	0	0	0	0	 	1	1	1	1	1	1	1	1	 	0	2	0	4	1	1	1	0	4	3	4	2	3	3	3	4	3	4	4	4	4	4	4	3	4	3	 	 	 	 	 	 	 	 	 	 	3	4	3	4	1	1	1	3	3	2	0	2	2	1	1	2	3	3	 	3	 	0	2	2	2	3	4	1	3	2	2	2	2	3	3	3	3	3	3	3	2	1	1	1	1	2	2	4	4	4	3	0	0	3	 	 	 	 	 	0	1	0	7	7	1.5	.666666666666667	3.66666666666667	2.75	3.8	4	3.33333333333333	 	 	3.5	1.33333333333333	2.66666666666667	3	2.5	2	2.875	-.280296139828188	.324454971724733	1	1	2	3.75	 	7	3	 	 	 	 	1	 
9	I50	26	1	2	9	0	4	3	 	16	2	1	0	0	1	76.95	86.8	76.95	86.8	84.95	224.6	84.95	224.6	1	1	0	1	0	1	1	0	 	0	0	0	0	0	0	0	0	 	0	0	0	2	3	1	1	3	4	4	4	3	4	1	1	3	3	4	3	4	3	3	4	4	1	1	5	1	5	5	1	0	0	0	0	0	4	4	3	4	1	1	0	4	4	4	1	3	3	3	3	1	2	1	5	4	 	0	2	2	1	1	2	2	2	2	2	1	1	4	4	4	4	4	2	1	1	2	3	1	2	1	2	3	3	1	0	3	3	1	0	1	0	9	9	1	 	 	 	 	.5	1.66666666666667	4	2.25	3.4	3.33333333333333	2	3.4	0	3.75	3	1.33333333333333	2	1.5	1.33333333333333	3	1.564047716523	-1.2468640935745	2.5	1.5	1.5	1.75	9	 	2	-1.00167098199953	1.59105818275139	1.27589302571945	-.270904323738547	.5	1
9	I32	30	1	2	40	0	3	1	11	11	1	1	0	0	1	0	86.6	0	86.6	0	223.28	0	223.28	1	0	0	1	1	1	0	0	 	0	1	1	0	0	0	1	1	 	3	2	3	3	4	2	2	0	4	4	4	4	3	3	2	2	1	3	3	4	4	4	3	4	4	4	9	8	8	8	8	5	5	5	5	5	4	4	4	4	1	1	1	3	3	2	2	1	2	1	1	4	4	4	 	2	 	0	4	3	0	0	4	1	3	3	 	 	2	4	 	 	 	 	 	 	 	1	1	1	1	2	4	3	3	2	2	3	3	3	1	 	 	 	 	1	 	 	 	 	2.75	1.33333333333333	4	3	2.6	3.66666666666667	4	8.2	5	4	1.33333333333333	4	4	1.5	.666666666666667	.5	 	 	1	1	3	2.5	 	 	3	-1.2897789457149	-1.11285570946778	.155400978207221	-.6406456150579	.5	1
9	I37	19	0	2	19	0	2	1	9	 	1	1	0	0	1	0	148.8	0	148.8	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	1	1	1	1	1	1	 	4	4	4	4	4	0	0	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	9	9	9	9	9	9	9	9	9	9	4	4	4	4	1	1	1	4	4	1	3	1	1	1	1	4	4	4	100	4	100	4	4	4	0	1	4	4	4	4	4	 	 	4	 	 	 	 	 	 	 	4	4	0	0	3	3	3	4	4	3	3	0	4	 	 	 	 	 	 	 	 	 	 	4	0	4	4	4	3.66666666666667	4	9	9	4	1	4	4	2.5	1.33333333333333	.5	 	 	4	0	3	3.5	 	 	3	-1.14081468907643	-2.26089277910663	.814474371165318	2.43538983556165	.5	1
